ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
45.7% or higher,10/17/2021 12:00:00 AM,$0.10,$0.10,$0.06,$0.08,6383
43.9% to 44.1%,10/18/2021 12:00:00 AM,$0.07,$0.10,$0.06,$0.07,6491
44.8% to 45.0%,10/18/2021 12:00:00 AM,$0.20,$0.32,$0.19,$0.26,5636
43.5% or lower,10/18/2021 12:00:00 AM,$0.03,$0.03,$0.01,$0.02,8248
44.2% to 44.4%,10/18/2021 12:00:00 AM,$0.15,$0.20,$0.15,$0.19,7238
44.5% to 44.7%,10/18/2021 12:00:00 AM,$0.20,$0.28,$0.19,$0.27,5238
45.1% to 45.3%,10/18/2021 12:00:00 AM,$0.19,$0.20,$0.16,$0.17,6683
45.4% to 45.6%,10/18/2021 12:00:00 AM,$0.11,$0.12,$0.06,$0.08,11057
43.6% to 43.8%,10/18/2021 12:00:00 AM,$0.04,$0.04,$0.02,$0.03,7546
45.7% or higher,10/18/2021 12:00:00 AM,$0.08,$0.08,$0.03,$0.03,12389
43.9% to 44.1%,10/19/2021 12:00:00 AM,$0.07,$0.42,$0.02,$0.27,41489
44.8% to 45.0%,10/19/2021 12:00:00 AM,$0.26,$0.39,$0.04,$0.04,32818
43.5% or lower,10/19/2021 12:00:00 AM,$0.02,$0.26,$0.01,$0.26,50606
44.2% to 44.4%,10/19/2021 12:00:00 AM,$0.19,$0.37,$0.07,$0.23,27262
44.5% to 44.7%,10/19/2021 12:00:00 AM,$0.27,$0.31,$0.09,$0.10,26612
45.1% to 45.3%,10/19/2021 12:00:00 AM,$0.17,$0.28,$0.01,$0.01,41807
45.4% to 45.6%,10/19/2021 12:00:00 AM,$0.08,$0.13,$0.01,$0.01,36090
43.6% to 43.8%,10/19/2021 12:00:00 AM,$0.03,$0.25,$0.01,$0.25,43115
45.7% or higher,10/19/2021 12:00:00 AM,$0.03,$0.05,$0.01,$0.01,31958
43.9% to 44.1%,10/20/2021 12:00:00 AM,$0.27,$0.45,$0.01,$0.01,89885
44.8% to 45.0%,10/20/2021 12:00:00 AM,$0.04,$0.05,$0.01,$0.01,25924
43.5% or lower,10/20/2021 12:00:00 AM,$0.26,$0.80,$0.01,$0.01,145513
44.2% to 44.4%,10/20/2021 12:00:00 AM,$0.23,$0.27,$0.01,$0.01,73725
44.5% to 44.7%,10/20/2021 12:00:00 AM,$0.10,$0.12,$0.01,$0.01,57219
45.1% to 45.3%,10/20/2021 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,6443
45.4% to 45.6%,10/20/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,586
43.6% to 43.8%,10/20/2021 12:00:00 AM,$0.25,$0.99,$0.14,$0.99,107038
45.7% or higher,10/20/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2510
43.9% to 44.1%,10/21/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1412
44.8% to 45.0%,10/21/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,15
43.5% or lower,10/21/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1107
44.2% to 44.4%,10/21/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,144
44.5% to 44.7%,10/21/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,31
45.1% to 45.3%,10/21/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
45.4% to 45.6%,10/21/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
43.6% to 43.8%,10/21/2021 12:00:00 AM,$0.99,$0.99,$0.99,$0.99,1831
45.7% or higher,10/21/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
