ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
41.8% to 42.0%,1/12/2022 12:00:00 AM,$0.01,$0.17,$0.01,$0.01,51335
43.9% or higher,1/12/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,132
42.1% to 42.3%,1/13/2022 12:00:00 AM,$0.99,$0.99,$0.99,$0.99,210
43.0% to 43.2%,1/13/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
41.7% or lower,1/13/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
42.4% to 42.6%,1/13/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,302
42.7% to 42.9%,1/13/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
43.3% to 43.5%,1/13/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
43.6% to 43.8%,1/13/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
41.8% to 42.0%,1/13/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,201
43.9% or higher,1/13/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
