ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
40.3% to 40.5%,4/6/2022 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,1074
41.2% to 41.4%,4/6/2022 12:00:00 AM,$0.38,$0.69,$0.01,$0.01,24112
40.2% or lower,4/6/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,23
40.6% to 40.8%,4/6/2022 12:00:00 AM,$0.03,$0.06,$0.01,$0.01,6036
40.9% to 41.1%,4/6/2022 12:00:00 AM,$0.12,$0.25,$0.01,$0.01,19921
41.5% to 41.7%,4/6/2022 12:00:00 AM,$0.38,$0.99,$0.15,$0.99,26841
41.8% to 42.0%,4/6/2022 12:00:00 AM,$0.14,$0.17,$0.01,$0.01,19743
42.1% to 42.3%,4/6/2022 12:00:00 AM,$0.03,$0.05,$0.01,$0.01,8789
42.4% or higher,4/6/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1110
40.3% to 40.5%,4/7/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
41.2% to 41.4%,4/7/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,633
40.2% or lower,4/7/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
40.6% to 40.8%,4/7/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
40.9% to 41.1%,4/7/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
41.5% to 41.7%,4/7/2022 12:00:00 AM,$0.99,$0.99,$0.99,$0.99,1
41.8% to 42.0%,4/7/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,310
42.1% to 42.3%,4/7/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,7
42.4% or higher,4/7/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,7
