ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
42.6% to 42.8%,1/12/2022 12:00:00 AM,$0.15,$0.35,$0.01,$0.06,14376
42.9% to 43.1%,1/13/2022 12:00:00 AM,$0.02,$0.04,$0.01,$0.01,6242
41.4% to 41.6%,1/13/2022 12:00:00 AM,$0.12,$0.34,$0.04,$0.08,16442
41.3% or lower,1/13/2022 12:00:00 AM,$0.05,$0.15,$0.01,$0.02,15771
43.2% to 43.4%,1/13/2022 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,2147
41.7% to 41.9%,1/13/2022 12:00:00 AM,$0.26,$0.89,$0.25,$0.86,29435
42.3% to 42.5%,1/13/2022 12:00:00 AM,$0.16,$0.17,$0.01,$0.02,16883
43.5% or higher,1/13/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1453
42.0% to 42.2%,1/13/2022 12:00:00 AM,$0.26,$0.30,$0.04,$0.06,12342
42.6% to 42.8%,1/13/2022 12:00:00 AM,$0.06,$0.07,$0.01,$0.01,9949
42.9% to 43.1%,1/14/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,123
41.4% to 41.6%,1/14/2022 12:00:00 AM,$0.08,$0.99,$0.02,$0.99,23303
41.3% or lower,1/14/2022 12:00:00 AM,$0.02,$0.05,$0.01,$0.01,15824
43.2% to 43.4%,1/14/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
41.7% to 41.9%,1/14/2022 12:00:00 AM,$0.86,$0.96,$0.01,$0.01,33047
42.3% to 42.5%,1/14/2022 12:00:00 AM,$0.02,$0.03,$0.01,$0.01,4230
43.5% or higher,1/14/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
42.0% to 42.2%,1/14/2022 12:00:00 AM,$0.06,$0.08,$0.01,$0.01,11805
42.6% to 42.8%,1/14/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,223
